Lot Frontage,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,MSClass_30,MSClass_40,MSClass_45,MSClass_50,MSClass_60,MSClass_70,MSClass_75,MSClass_80,MSClass_85,MSClass_90,MSClass_120,MSClass_150,MSClass_160,MSClass_180,MSClass_190,MSZone_C (all),MSZone_FV,MSZone_I (all),MSZone_RH,MSZone_RL,MSZone_RM,S_Pave,LCfg_CulDSac,LCfg_FR2,LCfg_FR3,LCfg_Inside,Utl_NoSeWa,Utl_NoSewr,LC_HLS,LC_Low,LC_Lvl,Hood_Blueste,Hood_BrDale,Hood_BrkSide,Hood_ClearCr,Hood_CollgCr,Hood_Crawfor,Hood_Edwards,Hood_Gilbert,Hood_Greens,Hood_GrnHill,Hood_IDOTRR,Hood_Landmrk,Hood_MeadowV,Hood_Mitchel,Hood_NAmes,Hood_NPkVill,Hood_NWAmes,Hood_NoRidge,Hood_NridgHt,Hood_OldTown,Hood_SWISU,Hood_Sawyer,Hood_SawyerW,Hood_Somerst,Hood_StoneBr,Hood_Timber,Hood_Veenker,Cdtn1_Feedr,Cdtn1_Norm,Cdtn1_PosA,Cdtn1_PosN,Cdtn1_RRAe,Cdtn1_RRAn,Cdtn1_RRNe,Cdtn1_RRNn,Cdtn2_Feedr,Cdtn2_Norm,Cdtn2_PosA,Cdtn2_PosN,Cdtn2_RRAe,Cdtn2_RRAn,Cdtn2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HStyle_1.5Unf,HStyle_1Story,HStyle_2.5Fin,HStyle_2.5Unf,HStyle_2Story,HStyle_SFoyer,HStyle_SLvl,RStyle_Gable,RStyle_Gambrel,RStyle_Hip,RStyle_Mansard,RStyle_Shed,RMatl_Membran,RMatl_Metal,RMatl_Roll,RMatl_Tar&Grv,RMatl_WdShake,RMatl_WdShngl,Ex1_AsphShn,Ex1_BrkComm,Ex1_BrkFace,Ex1_CBlock,Ex1_CemntBd,Ex1_HdBoard,Ex1_ImStucc,Ex1_MetalSd,Ex1_Plywood,Ex1_Stone,Ex1_Stucco,Ex1_VinylSd,Ex1_Wd Sdng,Ex1_WdShing,Ex2_AsphShn,Ex2_Brk Cmn,Ex2_BrkFace,Ex2_CBlock,Ex2_CmentBd,Ex2_HdBoard,Ex2_ImStucc,Ex2_MetalSd,Ex2_Other,Ex2_Plywood,Ex2_Stone,Ex2_Stucco,Ex2_VinylSd,Ex2_Wd Sdng,Ex2_Wd Shng,MVType_BrkFace,MVType_CBlock,MVType_None,MVType_Stone,BT1_BLQ,BT1_GLQ,BT1_LwQ,BT1_NA,BT1_Rec,BT1_Unf,BT2_BLQ,BT2_GLQ,BT2_LwQ,BT2_NA,BT2_Rec,BT2_Unf,Heat_GasA,Heat_GasW,Heat_Grav,Heat_OthW,Heat_Wall,Elt_FuseF,Elt_FuseP,Elt_Mix,Elt_SBrkr,Fdn_CBlock,Fdn_PConc,Fdn_Slab,Fdn_Stone,Fdn_Wood,Func_Maj2,Func_Min1,Func_Min2,Func_Mod,Func_Sal,Func_Sev,Func_Typ,GarType_Attchd,GarType_Basment,GarType_BuiltIn,GarType_CarPort,GarType_Detchd,GarType_NA,PvDri_P,PvDri_Y,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_VWD,SaleType_WD ,SaleCond_AdjLand,SaleCond_Alloca,SaleCond_Family,SaleCond_Normal,SaleCond_Partial
63.0,7875,0,0,7,5,2003,2003,0.0,1,2,1,2,3,0.0,0.0,783.0,783.0,0,0,807,702,0,1509,0.0,0.0,2,1,3,1,1,8,1,1,2003.0,0,2.0,393.0,2,2,0,75,0,0,0,0,0,7,2006,424.2640687119285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74.2072072072072,8121,1,0,6,5,2000,2000,0.0,2,2,1,2,3,0.0,0.0,953.0,953.0,0,0,953,711,0,1664,0.0,0.0,2,1,3,1,2,7,1,2,2000.0,1,2.0,460.0,2,2,100,40,0,0,0,0,0,1,2006,415.2107898405339,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74.2072072072072,8658,1,0,6,5,2000,2000,0.0,2,2,1,2,3,732.0,0.0,250.0,982.0,0,0,1008,881,0,1889,0.0,0.0,2,1,3,1,2,9,1,2,2000.0,0,2.0,431.0,2,2,0,0,0,0,0,0,0,4,2006,463.6809247747852,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74.2072072072072,11214,1,0,7,5,1998,1999,0.0,1,2,1,2,3,0.0,0.0,930.0,930.0,1,0,956,930,0,1886,0.0,0.0,2,1,4,1,1,10,1,2,1998.0,0,2.0,431.0,2,2,89,0,0,0,0,0,0,7,2006,447.1017781221632,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58.0,10852,1,0,6,5,2000,2000,0.0,2,2,1,2,3,786.0,0.0,173.0,959.0,0,0,959,712,0,1671,1.0,0.0,2,1,3,1,2,7,1,2,2000.0,0,2.0,472.0,2,2,0,38,0,0,0,0,0,2,2006,415.93268686170836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
74.2072072072072,12104,1,0,7,5,2006,2006,0.0,1,2,1,2,3,0.0,0.0,1035.0,1035.0,1,0,1082,1240,0,2322,0.0,0.0,3,1,4,1,1,8,0,5,2006.0,1,3.0,617.0,2,2,400,45,0,0,0,0,0,8,2006,536.2853717937867,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
66.0,8738,1,0,7,5,1999,1999,302.0,1,2,1,2,3,0.0,0.0,975.0,975.0,0,0,1005,1286,0,2291,0.0,0.0,2,1,4,1,1,8,1,2,1999.0,0,2.0,429.0,2,2,192,0,0,0,0,0,0,2,2006,479.58315233127195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
82.0,9452,0,0,8,5,1997,1998,423.0,1,2,1,2,3,1074.0,0.0,322.0,1396.0,0,0,1407,985,0,2392,1.0,0.0,2,1,3,1,1,7,1,2,1997.0,0,3.0,870.0,2,2,0,70,0,0,0,0,0,6,2006,589.9152481501053,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
84.0,9660,1,0,8,5,1998,1998,242.0,1,2,1,2,3,791.0,0.0,253.0,1044.0,0,0,1079,897,0,1976,1.0,0.0,2,1,3,1,1,7,1,0,1998.0,0,3.0,885.0,2,2,210,31,0,0,0,0,0,2,2006,534.7896782848375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
83.0,9545,0,0,8,5,2000,2000,322.0,1,2,1,2,2,505.0,0.0,655.0,1160.0,0,0,1205,1029,0,2234,1.0,0.0,2,1,3,1,1,7,1,2,2000.0,1,3.0,768.0,2,2,0,50,0,0,0,0,0,6,2006,547.7225575051662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
89.0,9233,1,0,9,5,2000,2000,877.0,1,2,0,2,1,1182.0,0.0,358.0,1540.0,0,0,1540,1315,0,2855,1.0,0.0,2,1,4,1,0,9,1,2,2000.0,1,3.0,774.0,2,2,247,55,0,0,0,0,0,3,2006,636.3961030678928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
78.0,12011,1,0,8,5,1998,1998,530.0,1,2,1,2,1,956.0,0.0,130.0,1086.0,0,0,1086,838,0,1924,1.0,0.0,2,1,3,1,1,7,1,2,1998.0,1,2.0,592.0,2,2,208,75,0,0,374,0,0,6,2006,529.1502622129182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
93.0,12090,0,0,8,5,1998,1998,650.0,1,2,1,2,3,0.0,0.0,1141.0,1141.0,1,0,1165,1098,0,2263,0.0,0.0,2,1,4,1,1,10,1,2,1998.0,0,2.0,420.0,2,2,144,123,0,0,0,0,0,7,2006,507.93700396801177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83.0,10019,1,0,8,5,1995,1995,397.0,1,2,1,2,3,527.0,0.0,815.0,1342.0,0,0,1358,1368,0,2726,0.0,0.0,2,1,4,1,1,9,1,0,1995.0,1,3.0,725.0,2,2,307,169,168,0,0,0,0,6,2006,591.6079783099616,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
89.0,10236,1,0,8,5,1994,1995,501.0,1,2,1,2,0,380.0,168.0,742.0,1290.0,0,0,1305,1189,0,2494,1.0,0.0,2,1,4,1,1,9,1,2,1994.0,0,3.0,803.0,2,2,200,95,0,0,0,0,0,6,2006,566.5686189686118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
92.0,10120,0,0,8,5,1994,1994,391.0,1,2,1,2,3,740.0,0.0,425.0,1165.0,0,0,1203,1323,0,2526,1.0,0.0,2,1,4,1,1,8,1,2,1994.0,1,3.0,844.0,2,2,309,78,0,0,0,0,0,12,2006,538.5164807134504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
89.0,12585,1,0,8,5,1993,1993,420.0,1,2,1,2,3,247.0,1039.0,0.0,1286.0,0,0,1565,1234,0,2799,1.0,0.0,2,1,3,1,1,8,1,2,1993.0,0,3.0,704.0,2,2,432,136,0,0,0,0,0,10,2006,561.2486080160911,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
75.0,12447,1,0,8,5,2005,2006,192.0,1,2,1,1,3,0.0,0.0,1100.0,1100.0,0,0,1116,848,0,1964,0.0,0.0,2,1,3,1,1,8,1,1,2005.0,0,2.0,760.0,2,2,200,70,0,0,0,0,0,1,2006,501.9960159204453,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49.0,15218,1,0,8,5,2006,2006,0.0,1,2,0,1,3,1562.0,0.0,108.0,1670.0,0,0,1670,0,0,1670,1.0,0.0,2,1,2,1,1,6,1,1,2006.0,1,3.0,928.0,2,2,0,240,200,0,0,0,0,9,2006,580.3619560239971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
49.0,20896,2,0,8,5,2005,2006,0.0,1,2,0,2,2,1721.0,0.0,356.0,2077.0,0,0,2097,0,0,2097,1.0,0.0,1,1,1,1,0,8,1,0,2005.0,0,3.0,1134.0,2,2,192,267,0,0,0,0,0,1,2006,650.384501660364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
85.0,10182,1,0,8,5,2006,2006,420.0,1,2,0,2,2,1220.0,0.0,440.0,1660.0,0,0,1660,0,0,1660,1.0,0.0,2,0,3,1,1,8,1,1,2006.0,1,2.0,500.0,2,2,322,50,0,0,0,0,0,5,2006,538.5164807134504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
73.0,8688,0,0,7,5,2005,2005,228.0,1,2,1,2,1,0.0,0.0,1616.0,1616.0,0,0,1616,0,0,1616,0.0,0.0,2,0,3,1,1,7,0,5,2005.0,1,3.0,834.0,2,2,208,59,0,0,0,0,0,4,2006,481.6637831516918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
85.0,10936,0,0,8,5,2006,2006,60.0,1,2,1,2,3,0.0,0.0,1504.0,1504.0,0,0,1504,0,0,1504,0.0,0.0,2,0,3,1,1,7,0,5,2006.0,0,2.0,510.0,2,2,144,0,0,0,0,0,0,9,2006,446.09416046390925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
