MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Sale Type,Sale Condition,SalePrice
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,482.0,GasA,Ex,N,SBrkr,1221,1912,2,TA,7,Typ,1,TA,Detchd,2003.0,Unf,2.0,672.0,Gd,TA,Y,WD ,Normal,163000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,742.0,GasA,Ex,Y,SBrkr,742,1484,2,TA,9,Typ,1,Gd,None,1914.0,None,0.0,0.0,None,None,Y,WD ,Normal,128000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,Unf,684.0,OthW,Fa,N,SBrkr,938,2358,2,TA,8,Typ,0,NA,None,1872.0,None,0.0,0.0,None,None,Y,WD ,Normal,122000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,572.0,GasA,TA,Y,SBrkr,572,1111,1,TA,5,Typ,1,Gd,Detchd,1982.0,Unf,1.0,288.0,TA,TA,Y,WD ,Normal,116900
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,2,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,Fa,Fa,No,Unf,Unf,723.0,GasA,TA,N,SBrkr,723,1086,1,TA,5,Maj1,0,NA,Detchd,1920.0,Unf,2.0,400.0,Fa,Po,N,ConLD,Normal,55000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,1313.0,GasW,Gd,Y,SBrkr,1313,2495,2,TA,10,Typ,1,Gd,Detchd,1950.0,Unf,2.0,342.0,TA,Fa,Y,WD ,Normal,184000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,164.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,984.0,GasA,Gd,Y,SBrkr,984,984,1,Fa,5,Typ,0,NA,Detchd,1959.0,Unf,1.0,308.0,TA,TA,N,WD ,Normal,110000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1050.0,GasA,Ex,N,FuseF,1050,1795,2,TA,7,Typ,0,NA,Attchd,1954.0,Unf,1.0,352.0,Fa,TA,Y,WD ,Normal,131500
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,PConc,None,None,None,None,None,0.0,GasA,Gd,Y,FuseA,882,882,1,TA,4,Typ,0,NA,Detchd,1956.0,Unf,1.0,308.0,TA,TA,Y,WD ,Normal,97000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,1958,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,869.0,GasA,TA,Y,SBrkr,1093,1093,1,TA,5,Typ,0,NA,Detchd,1959.0,Unf,1.0,308.0,TA,TA,Y,WD ,Normal,115500
RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,1928,1983,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,LwQ,BLQ,1008.0,GasA,TA,Y,SBrkr,1143,1143,1,TA,5,Typ,1,Po,Detchd,1992.0,Unf,1.0,288.0,TA,TA,Y,WD ,Normal,138000
RM,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,RRAn,Artery,1Fam,1.5Fin,7,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Unf,Unf,672.0,GasA,Gd,Y,SBrkr,1195,1668,1,Gd,8,Typ,0,NA,Attchd,1945.0,Unf,1.0,252.0,TA,TA,Y,WD ,Abnorml,108000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,742.0,GasA,TA,Y,FuseA,779,935,1,TA,4,Typ,0,NA,Detchd,1988.0,Unf,1.0,308.0,TA,TA,P,WD ,Normal,79500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1024.0,GasA,TA,Y,SBrkr,1144,1738,2,TA,6,Typ,1,Gd,Detchd,1950.0,Unf,1.0,240.0,TA,TA,P,WD ,Normal,153000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,784.0,GasA,Gd,Y,SBrkr,784,784,1,Gd,5,Typ,0,NA,None,1924.0,None,0.0,0.0,None,None,Y,WD ,Normal,109500
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,1941,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,672.0,GasA,Ex,Y,SBrkr,832,1210,1,Gd,6,Typ,0,NA,Detchd,1941.0,Unf,1.0,240.0,TA,TA,P,WD ,Normal,124000
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,2Story,6,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,554.0,GasA,Ex,Y,SBrkr,736,1290,1,TA,6,Typ,0,NA,Detchd,1926.0,Unf,1.0,200.0,Fa,TA,Y,WD ,Normal,106900
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1940,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,981.0,GasA,Ex,Y,SBrkr,1014,1672,1,Gd,6,Typ,1,Gd,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,WD ,Normal,164900
RM,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,1924,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,Unf,949.0,GasA,Ex,Y,SBrkr,949,949,1,TA,5,Typ,1,Fa,Detchd,1924.0,Unf,2.0,370.0,TA,TA,Y,WD ,Normal,119000
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1929,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,862.0,GasA,TA,Y,SBrkr,950,1158,1,TA,5,Typ,1,Gd,BuiltIn,1929.0,RFn,1.0,208.0,TA,TA,Y,WD ,Normal,120000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,LwQ,825.0,GasA,Ex,Y,SBrkr,825,1497,2,TA,5,Typ,0,NA,Detchd,2004.0,Unf,1.0,672.0,TA,TA,Y,WD ,Normal,157000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,739.0,GasA,Ex,Y,SBrkr,874,1342,2,TA,7,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,WD ,Normal,105000
RM,Pave,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,992.0,GasA,Ex,Y,SBrkr,1013,1013,1,TA,6,Typ,0,NA,Detchd,1926.0,Unf,1.0,160.0,Fa,TA,Y,WD ,Normal,113000
RM,Pave,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,Unf,565.0,GasA,TA,Y,SBrkr,565,1216,1,TA,6,Typ,1,Gd,BuiltIn,1920.0,RFn,1.0,355.0,Fa,TA,Y,WD ,Normal,115000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,Unf,704.0,GasA,Ex,Y,SBrkr,624,1136,1,TA,6,Typ,0,NA,Detchd,1990.0,Unf,1.0,336.0,TA,TA,Y,WD ,Normal,123000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,1945,1995,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,None,None,None,None,None,0.0,GasA,Gd,N,SBrkr,808,808,1,TA,6,Min2,0,NA,Attchd,1925.0,Unf,1.0,164.0,TA,TA,P,WD ,Normal,81300
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,1078.0,GasA,TA,Y,SBrkr,1128,1573,2,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2.0,360.0,TA,TA,P,WD ,Normal,162900
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,LwQ,989.0,GasA,TA,Y,SBrkr,1245,2009,2,TA,7,Min2,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,TA,Y,WD ,Normal,150000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,1100.0,GasA,TA,Y,SBrkr,1226,1902,2,TA,7,Typ,0,NA,Detchd,1960.0,Unf,2.0,576.0,TA,TA,Y,WD ,Normal,123500
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,7,1931,1950,Gable,CompShg,BrkFace,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,952.0,GasA,Gd,Y,FuseF,1022,1774,2,TA,8,Min1,2,TA,Detchd,1931.0,Unf,2.0,468.0,Fa,TA,Y,WD ,Abnorml,129900
RM,Pave,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,Unf,611.0,GasA,Ex,Y,SBrkr,751,1362,2,TA,6,Typ,0,NA,Detchd,1920.0,Fin,2.0,502.0,TA,Fa,Y,WD ,Normal,128000
RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,520.0,GasA,Fa,N,SBrkr,520,520,1,Fa,4,Typ,0,NA,Detchd,1920.0,Unf,1.0,240.0,Fa,TA,Y,WD ,Normal,68500
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,672.0,GasA,TA,Y,SBrkr,1072,1285,1,TA,6,Min1,0,NA,Detchd,1948.0,Unf,1.0,240.0,TA,TA,Y,WD ,Normal,127000
RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,833.0,GasA,Gd,Y,SBrkr,1053,1848,1,Gd,8,Typ,1,Gd,Detchd,1922.0,Unf,2.0,370.0,TA,TA,N,WD ,Normal,207000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Rec,Unf,1026.0,GasA,Ex,Y,SBrkr,1133,1820,2,TA,8,Typ,0,NA,Detchd,1925.0,Unf,1.0,240.0,TA,TA,N,WD ,Normal,184000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1915,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,810.0,GasA,Ex,Y,SBrkr,1170,1716,2,Gd,8,Typ,0,NA,Detchd,1970.0,Unf,2.0,672.0,TA,TA,Y,WD ,Normal,162500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,883.0,GasA,Gd,Y,SBrkr,988,1505,1,TA,8,Typ,0,NA,Detchd,1940.0,Unf,1.0,240.0,TA,TA,N,WD ,Normal,145000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,BrkTil,TA,Gd,Mn,Rec,ALQ,816.0,GasA,Ex,Y,SBrkr,838,838,1,Fa,5,Typ,0,NA,Detchd,1961.0,Fin,1.0,275.0,TA,TA,N,WD ,Normal,130000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,Rec,Unf,1242.0,GasA,Gd,Y,SBrkr,1242,1984,2,TA,8,Typ,0,NA,Detchd,1910.0,None,1.0,360.0,None,None,Y,WD ,Normal,160000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,Unf,588.0,GasA,Fa,Y,SBrkr,833,1666,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,228.0,TA,TA,Y,WD ,Normal,161000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,Gd,No,Unf,Unf,796.0,GasA,Ex,Y,SBrkr,825,1609,1,TA,7,Typ,0,NA,Detchd,1910.0,Unf,1.0,228.0,Fa,Fa,N,WD ,Normal,127500
RM,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,768.0,GasA,TA,Y,SBrkr,768,768,1,TA,4,Typ,0,NA,Detchd,1930.0,Unf,2.0,440.0,TA,TA,N,WD ,Normal,93850
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,768.0,GasA,TA,Y,FuseA,768,1536,1,TA,7,Typ,0,NA,Detchd,1952.0,Unf,1.0,308.0,TA,TA,Y,COD,Abnorml,136000
RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1272.0,GasA,TA,Y,SBrkr,1272,1969,2,TA,9,Min1,1,Gd,Detchd,1938.0,Unf,2.0,400.0,TA,TA,Y,COD,Normal,141000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,Unf,880.0,GasA,Gd,Y,SBrkr,880,1308,2,TA,6,Typ,0,NA,Detchd,1950.0,Unf,2.0,400.0,Fa,Fa,Y,WD ,Normal,120000
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1040.0,GasA,Gd,Y,SBrkr,1040,1040,1,TA,5,Typ,0,NA,Detchd,1993.0,Unf,2.0,320.0,TA,TA,Y,WD ,Normal,127500
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,Unf,768.0,GasA,TA,Y,SBrkr,788,1236,2,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,1.0,384.0,TA,TA,Y,WD ,Family,127000
RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,Unf,319.0,GasA,TA,Y,FuseA,1035,1406,1,Fa,6,Typ,0,NA,None,1920.0,None,0.0,0.0,None,None,N,WD ,Normal,89500
RM,Pave,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,Rec,825.0,GasA,TA,Y,SBrkr,825,825,1,TA,4,Typ,0,NA,Detchd,1963.0,RFn,2.0,720.0,TA,TA,Y,WD ,Normal,125000
RM,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,901.0,GasA,Gd,Y,SBrkr,1088,1198,1,TA,7,Typ,0,NA,None,1920.0,None,0.0,0.0,None,None,N,ConLD,Abnorml,79900
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,5,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,451.0,GasA,TA,Y,SBrkr,759,759,1,TA,5,Typ,0,NA,Detchd,1997.0,Unf,2.0,576.0,TA,TA,N,ConLD,Family,85000
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,Fa,Fa,PConc,TA,Fa,No,Unf,Unf,536.0,GasA,Ex,N,FuseF,808,1344,2,TA,8,Typ,0,NA,None,1915.0,None,0.0,0.0,None,None,N,WD ,Normal,82375
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,756.0,GasA,Ex,Y,SBrkr,756,1469,1,TA,7,Typ,0,NA,Detchd,1906.0,Unf,1.0,216.0,TA,TA,Y,WD ,Normal,135000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,1046.0,GasA,Gd,N,SBrkr,1054,1054,1,TA,6,Typ,0,NA,Detchd,1947.0,Unf,1.0,240.0,TA,TA,Y,WD ,Abnorml,124000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,952.0,GasA,Ex,Y,SBrkr,1211,1211,1,TA,5,Typ,1,TA,Attchd,1968.0,Unf,1.0,322.0,TA,TA,Y,WD ,Normal,134000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,720.0,GasA,TA,Y,SBrkr,720,1271,2,TA,7,Typ,1,Gd,Attchd,1948.0,Unf,1.0,312.0,TA,TA,Y,WD ,Normal,135000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,None,None,None,None,None,0.0,GasA,TA,Y,SBrkr,1120,1588,2,TA,7,Min2,1,Gd,Detchd,1991.0,Fin,2.0,680.0,TA,TA,N,WD ,Normal,134432
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,Rec,644.0,GasA,Gd,Y,SBrkr,808,1355,2,TA,6,Typ,0,NA,None,1940.0,None,0.0,0.0,None,None,Y,WD ,Normal,127500
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,981.0,GasA,TA,Y,SBrkr,1075,1075,1,Gd,6,Typ,0,NA,Detchd,1996.0,Unf,2.0,440.0,TA,TA,Y,WD ,Abnorml,148000
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1040.0,GasA,Ex,Y,SBrkr,1040,1040,1,TA,5,Typ,0,NA,Detchd,1965.0,Unf,1.0,384.0,TA,TA,Y,WD ,Normal,129500
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,1008.0,GasA,TA,Y,SBrkr,1096,1096,1,TA,6,Typ,1,Fa,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,WD ,Normal,157500
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,Unf,876.0,GasA,TA,Y,SBrkr,904,904,1,TA,6,Typ,0,NA,Attchd,1966.0,Unf,1.0,408.0,TA,TA,Y,WD ,Abnorml,109900
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,CBlock,TA,TA,No,ALQ,Unf,992.0,GasA,Ex,Y,SBrkr,992,992,1,Gd,6,Typ,0,NA,Attchd,1967.0,RFn,1.0,294.0,TA,TA,Y,WD ,Normal,145000
RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,894.0,GasA,Ex,Y,SBrkr,894,894,1,Gd,5,Typ,0,NA,Attchd,1967.0,RFn,2.0,450.0,TA,TA,Y,WD ,Normal,130000
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,450.0,GasA,Ex,Y,SBrkr,1034,1034,1,TA,6,Typ,1,Po,Basment,1978.0,Fin,2.0,504.0,TA,TA,Y,WD ,Normal,153000
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,1073.0,GasA,Gd,Y,SBrkr,1073,1073,1,TA,6,Typ,0,NA,Attchd,1967.0,RFn,1.0,270.0,TA,TA,Y,WD ,Normal,120000
